customer_id,partition
0096-FCPUF,validation
0668-OGMHD,test
5552-ZNFSJ,train
2223-KAGMX,train
6507-ZJSUR,test
9408-HRXRK,train
5593-SUAOO,train
7321-PKUYW,validation
2833-SLKDQ,train
6766-HFKLA,test
7595-EUIVN,train
7617-EYGLW,train
2026-TGDHM,train
9220-ZNKJI,test
4030-VPZBD,train
2226-ICFDO,train
0723-VSOBE,train
5529-GIBVH,validation
4187-CINZD,train
9992-UJOEL,test
4741-WWJQZ,train
6625-UTXEW,train
6818-WOBHJ,train
6244-BESBM,train
1004-NOZNR,validation
1251-STYSZ,train
2612-PHGOX,train
2408-TZMJL,validation
8480-PPONV,train
8780-IHCRN,validation
4598-ZADCK,train
1257-SXUXQ,validation
9681-KYGYB,train
7182-OVLBJ,train
5095-ETBRJ,train
7005-CYUIL,train
4821-WQOYN,test
4730-AWNAU,validation
3452-FLHYD,train
2388-LAESQ,test
9531-NSBMR,train
6260-ONULR,train
4389-UEFCZ,train
8711-LOBKY,test
9134-CEQMF,validation
8985-OOPOS,test
8800-ZKRFW,validation
2616-FLVQC,test
9968-FFVVH,test
3108-PCCGG,train
7993-PYKOF,train
8390-FESFV,test
3022-BEXHZ,train
5027-XWQHA,train
6248-TKCQV,train
6729-GDNGC,test
6198-ZFIOJ,train
5989-OMNJE,train
4566-QVRRW,validation
1291-CUOCY,train
9795-SHUHB,validation
3230-IUALN,validation
0042-RLHYP,train
8519-IMDHU,train
4945-RVMTE,test
0201-OAMXR,validation
1866-NXPSP,train
3372-KWFBM,train
7831-QGOXH,train
6393-WRYZE,validation
3941-XTSKM,train
1661-CZBAU,train
6599-RCLCJ,train
9831-BPFRI,train
5158-RIVOP,validation
9788-YTFGE,test
9277-JOOMO,validation
1907-YLNYW,train
1725-MIMXW,train
8947-YRTDV,train
3161-ONRWK,test
0114-RSRRW,train
4565-NLZBV,train
0031-PVLZI,train
7206-GZCDC,train
6682-VCIXC,validation
4791-QRGMF,train
6475-VHUIZ,train
3910-MRQOY,test
0661-WCQNQ,validation
7537-RBWEA,train
4656-CAURT,train
0121-SNYRK,test
1768-ZAIFU,test
4671-LXRDQ,train
3733-LSYCE,validation
6265-FRMTQ,train
1934-SJVJK,train
3838-OZURD,validation
1371-DWPAZ,train
9269-CQOOL,validation
2017-CCBLH,train
7690-KPNCU,test
0536-BGFMZ,train
2293-IJWPS,test
2845-HSJCY,test
5469-NUJUR,test
1184-PJVDB,validation
2625-TRCZQ,validation
4102-HLENU,train
7266-GSSJX,test
7722-VJRQD,train
7073-QETQY,train
9415-DPEWS,train
5624-RYAMH,validation
0196-JTUQI,train
7130-YXBRO,train
9272-LSVYH,train
7943-RQCHR,train
3793-MMFUH,train
3249-ZPQRG,train
2568-BRGYX,train
3084-DOWLE,validation
1084-MNSMJ,train
7721-JXEAW,validation
7249-WBIYX,test
4238-HFHSN,train
6250-CGGUN,train
5478-JJVZK,train
7596-IIWYC,train
6567-HOOPW,train
9793-WECQC,train
4291-HPAXL,train
8999-YPYBV,train
1839-FBNFR,train
3164-AALRN,train
3071-MVJCD,test
1697-BCSHV,validation
0562-KBDVM,validation
1131-SUEKT,test
3717-OEAUQ,test
4538-WNTMJ,train
3334-CTHOL,test
4704-ERYFC,validation
9432-RUVSL,train
8060-HIWJJ,train
7684-XSZIY,train
9089-UOWJG,test
8621-MNIHH,test
8039-ACLPL,train
9885-AIBVB,train
1934-MKPXS,train
2592-YKDIF,validation
2272-JKMSI,train
0471-LVHGK,validation
9518-RWHZL,train
8714-CTZJW,validation
3569-EDBPQ,test
3131-NWVFJ,validation
7521-YXVZY,train
5419-CONWX,test
6240-EURKS,train
2373-NTKOD,train
1970-KKFWL,validation
6960-HVYXR,train
9337-SRRNI,train
0895-UADGO,train
5678-VFNEQ,train
5977-CKHON,validation
7024-OHCCK,train
2692-BUCFV,train
7861-UVUFT,test
1830-GGFNM,validation
5302-BDJNT,train
5223-UZAVK,validation
4859-ZSRDZ,train
5651-WYIPH,train
9350-VLHMB,train
3498-LZGQZ,train
8785-CJSHH,test
5357-TZHPP,test
3870-SPZSI,train
0680-DFNNY,train
7560-QRBXH,validation
7077-XJMET,train
8752-GHJFU,train
6896-SRVYQ,train
7767-UXAGJ,train
4652-ODEVH,train
6510-UPNKS,train
6718-BDGHG,train
9046-DQMTP,train
6439-LAJXL,train
1571-SAVHK,validation
9052-VKDUW,train
9546-CQJSU,train
1666-JZPZT,train
5777-KJIRB,validation
0506-LVNGN,test
7677-SJJJK,test
2480-EJWYP,test
3253-HKOKL,validation
7055-HNEOJ,test
5514-YQENT,test
3211-AAPKX,validation
8445-DNBAE,test
2951-QOQTK,validation
2958-NHPPS,test
6806-YDEUL,validation
1735-XMJVH,train
6890-PFRQX,test
0222-CNVPT,validation
5899-OUVKV,train
8681-ICONS,train
1621-YNCJH,validation
3473-XIIIT,train
6362-QHAFM,validation
7893-IXHRQ,test
3070-BDOQC,train
2952-QAYZF,train
6234-PFPXL,test
9824-QCJPK,test
4763-PGDPO,validation
4283-IVYCI,train
1866-OBPNR,train
8205-MQUGY,train
8970-ANWXO,test
9480-BQJEI,test
5394-SVGJV,train
6979-TNDEU,train
9777-WJJPR,validation
9283-LZQOH,test
7079-QRCBC,train
9495-SKLKD,train
6048-UWKAL,validation
5067-DGXLL,train
5469-CTCWN,test
9851-QXEEQ,train
6281-FKEWS,train
8898-KASCD,train
9242-TKFSV,train
9290-SHCMB,train
0743-HNPFG,train
2277-BKJKN,train
9809-IMGCQ,train
5208-HFSBT,validation
5035-PGZXH,train
8695-WDYEA,train
6543-JXSOO,train
8016-ZMGMO,train
8605-ITULD,validation
3254-YRILK,train
6416-YJTTB,train
2667-WYLWJ,validation
4472-VESGY,validation
3195-TQDZX,train
3128-YOVTD,train
0529-ONKER,train
1728-CXQBE,validation
7041-TXQJH,train
5014-GSOUQ,train
5724-BIDBU,train
0481-SUMCB,train
1769-GRUIK,train
5240-IJOQT,train
8819-WFGGJ,train
7427-AUFPY,train
2811-POVEX,train
1092-GANHU,test
7898-PDWQE,train
9972-EWRJS,train
9314-IJWSQ,validation
0661-XEYAN,train
5799-JRCZO,train
1921-KYSAY,train
6198-RTPMF,train
2924-KHUVI,test
1925-GMVBW,validation
7881-EVUAD,test
6184-DYUOB,test
9207-ZPANB,validation
5766-XQXMQ,validation
9327-QSDED,test
1656-DRSMG,train
3012-VFFMN,train
2984-AFWNC,train
0640-YJTPY,train
8096-LOIST,train
9764-REAFF,train
3703-VAVCL,validation
7107-UBYKY,train
4881-GQJTW,train
8519-QJGJD,train
7876-DNYAP,train
7905-NJMXS,train
2882-WDTBA,train
2091-GPPIQ,train
6326-MTTXK,train
5071-FBJFS,train
2796-UUZZO,train
2429-AYKKO,train
9798-OPFEM,train
0330-IVZHA,test
3794-NFNCH,test
5193-QLVZB,train
7114-AEOZE,test
2886-KEFUM,train
5522-NYKPB,train
4237-RLAQD,test
9957-YODKZ,train
6518-KZXCB,validation
2245-ADZFJ,test
7776-QGYJC,train
9313-QOLTZ,test
9651-GTSAQ,validation
3186-BAXNB,train
4672-FOTSD,test
0637-YLETY,validation
9818-XQCUV,validation
7338-ERIVA,test
1157-BQCUW,train
8259-NFJTV,train
3223-DWFIO,train
2660-EMUBI,train
6968-GMKPR,validation
4751-ERMAN,test
1436-ZMJAN,test
3292-PBZEJ,test
0799-DDIHE,train
3070-FNFZQ,train
2812-SFXMJ,train
7675-OZCZG,validation
5014-WUQMG,test
5312-TSZVC,train
2003-CKLOR,train
0993-OSGPT,train
9254-RBFON,test
1205-WNWPJ,test
9391-EOYLI,train
7108-DGVUU,train
2782-JEEBU,train
5127-BZENZ,train
2720-FVBQP,test
9906-NHHVC,test
4522-XRWWI,validation
3766-EJLFL,test
5939-SXWHM,validation
8152-UOBNY,train
7351-KYHQH,train
7643-RCHXS,validation
8246-SHFGA,train
8387-MOJJT,train
0620-XEFWH,train
6485-QXWWE,train
2761-OCIAX,test
7321-VGNKU,train
5327-CNLUQ,train
7552-KEYGT,validation
5816-JMLGY,validation
3068-OMWZA,train
2927-QRRQV,train
6032-KRXXO,validation
7459-RRWQZ,train
6265-SXWBU,train
7941-RCJOW,train
6374-NTQLP,test
4154-AQUGT,test
2387-KDZQY,train
3584-WKTTW,train
3399-BMLVW,validation
1971-DTCZB,validation
3092-IGHWF,validation
3374-PZLXD,validation
3813-DHBBB,train
2812-REYAT,test
6518-PPLMZ,train
4939-KYYPY,validation
8017-LXHFA,validation
5930-GBIWP,train
6022-KOUQO,validation
6352-TWCAU,train
2361-UPSND,train
6035-RIIOM,train
2929-QNSRW,train
1262-OPMFY,train
9504-DSHWM,train
5035-BVCXS,train
6267-DCFFZ,train
3533-UVMOM,validation
2439-LYPMQ,test
4248-QPAVC,test
1899-VXWXM,train
1478-VPOAD,train
9995-HOTOH,train
2988-PLAHS,test
1371-OJCEK,validation
4999-IEZLT,validation
8883-ANODQ,train
4690-LLKUA,test
2351-RRBUE,train
5980-BDHPY,train
1498-DQNRX,train
9469-WEJBT,validation
3331-HQDTW,test
9490-DFPMD,train
2581-VKIRT,train
5442-XSDCW,train
7426-WEIJX,test
2851-MMUTZ,train
3049-NDXFL,train
8580-AECUZ,train
3307-TLCUD,train
6625-FLENO,test
2967-MXRAV,test
7963-GQRMY,train
8189-HBVRW,train
4163-KIUHY,train
1228-FZFRV,train
3500-NSDOA,train
1171-TYKUR,train
3761-FLYZI,validation
2058-DCJBE,train
5364-XYIRR,validation
4829-AUOAX,test
1219-NNDDO,train
8388-DMKAE,validation
4403-BWPAY,validation
9659-QEQSY,train
5405-ZMYXQ,train
5047-LHVLY,validation
1442-OKRJE,train
4737-AQCPU,train
9158-VCTQB,train
2808-CHTDM,train
6311-UEUME,train
0793-TWELN,train
3283-WCWXT,train
1060-ENTOF,train
0999-QXNSA,train
5451-MHQOF,train
4836-WNFNO,validation
9225-BZLNZ,validation
0354-VXMJC,train
4422-QVIJA,train
9365-SRSZE,train
6839-ITVZJ,train
8332-OSJDW,train
4735-BJKOU,test
0274-JKUJR,train
5740-YHGTW,train
8917-SZTTJ,train
1696-MZVAU,validation
7359-WWYJV,test
0375-HVGXO,train
4906-ZHGPK,train
8593-WHYHV,test
3795-GWTRD,test
1298-PHBTI,train
6223-DHJGV,test
6961-MJKBO,train
6097-EQISJ,train
4423-YLHDV,train
8158-WPEZG,test
0107-YHINA,validation
4918-FYJNT,train
0727-BNRLG,test
4854-CIDCF,validation
8640-SDGKB,validation
3280-MRDOF,train
6435-SRWBJ,train
9964-WBQDJ,train
6303-KFWSL,train
1702-CCFNJ,train
8932-CZHRQ,validation
0386-CWRGM,train
5515-RUGKN,train
0404-AHASP,train
7279-NMVJC,test
2081-VEYEH,validation
6407-UTSLV,train
4116-TZAQJ,train
9060-HJJRW,validation
2587-YNLES,train
7398-SKNQZ,train
5935-FCCNB,train
1958-RNRKS,train
5136-RGMZO,test
8345-MVDYC,test
8226-BXGES,train
3877-JRJIP,test
8375-DKEBR,test
9705-IOVQQ,train
1015-OWJKI,test
7511-YMXVQ,train
2040-XBAVJ,train
7551-JOHTI,train
8887-IPQNC,train
8646-JCOMS,test
9804-ICWBG,test
1222-KJNZD,train
0106-GHRQR,train
5318-IXUZF,train
3768-VHXQO,validation
8952-WCVCD,train
2418-TPEUN,train
3963-RYFNS,train
3198-VELRD,train
8540-ZQGEA,validation
1320-REHCS,train
4137-JOPHL,test
9436-ZBZCT,train
7801-CEDNV,train
2057-BOYKM,validation
3658-QQJYD,train
1803-BGNBD,train
0134-XWXCE,test
6950-TWMYB,train
5848-FHRFC,train
2243-FNMMI,train
2511-MORQY,test
5356-KZCKT,train
9470-XCCEM,train
6519-CFDBX,train
3902-MIVLE,train
0409-WTMPL,train
8763-KIAFH,test
3669-WHAFY,validation
3055-VTCGS,test
3144-KMTWZ,train
7279-BUYWN,test
7156-MHUGY,train
7198-GLXTC,test
2007-QVGAW,train
5207-PLSTK,test
2307-FYNNL,test
5605-XNWEN,train
2155-AMQRX,test
6181-AXXYF,train
5091-HFAZW,train
0516-VRYBW,train
2519-LBNQL,train
8623-ULFNQ,test
8380-PEFPE,test
5687-DKDTV,train
1568-LJSZU,train
7530-HDYDS,validation
7789-HKSBS,train
7416-CKTEP,train
2586-CWXVV,validation
3096-IZETN,train
2348-KCJLT,train
8401-EMUWF,test
4193-IBKSW,train
5377-NDTOU,validation
5922-ABDVO,train
2474-LCNUE,train
0839-QNXME,train
3506-OVLKD,test
9172-ANCRX,validation
6650-VJONK,train
2178-PMGCJ,test
7492-TAFJD,test
2773-MADBQ,train
6016-LVTJQ,train
7860-KSUGX,train
8966-KZXXA,train
6910-HADCM,test
4816-LXZYW,train
9606-PBKBQ,validation
5149-QYTTU,train
2070-XYMFH,train
2085-BOJKI,train
0817-HSUSE,train
5442-PPTJY,train
1927-QEWMY,test
1663-MHLHE,validation
5663-QBGIS,train
4450-MDZFX,train
6701-DHKWQ,train
7554-AKDQF,train
3536-IQCTX,train
4911-BANWH,validation
8496-EJAUI,train
0794-YVSGE,test
5423-BHIXO,train
6908-VVYHM,train
2959-EEXWB,train
1839-UMACK,train
3030-YDNRM,test
7321-KKSDU,train
3402-XRIUO,validation
3132-TVFDZ,validation
8286-AFUYI,train
8080-DDEMJ,test
8356-WUAOJ,validation
6365-MTGZX,train
1349-WXNGG,train
8058-DMYRU,test
9350-ZXYJC,train
6990-YNRIO,train
8958-JPTRR,validation
6959-GQEGV,validation
3173-WSSUE,train
1265-HVPZB,test
4115-UMJFQ,train
7369-TRPFD,test
1098-KFQEC,train
7190-XHTWJ,train
0621-TWIEM,train
3537-RYBHH,train
2485-ITVKB,test
3669-OYSJI,train
1612-EOHDH,validation
6702-OHFWR,train
5296-BFCYD,test
4510-PYUSH,train
9359-JANWS,validation
7517-SAWMO,validation
4143-HHPMK,train
3279-DYZQM,train
7054-LGEQW,test
0523-VNGTF,train
9575-IWCAZ,train
7105-MXJLL,train
7064-FRRSW,train
7940-UQQUG,train
0923-PNFUB,test
3961-SXAXY,train
7010-BRBUU,train
3566-HJGPK,train
3062-ICYZQ,train
9938-PRCVK,train
0973-KYVNF,validation
5129-HHMZC,validation
9637-CDTKZ,test
3946-JEWRQ,validation
7873-CVMAW,train
0463-WZZKO,test
3494-JCHRQ,validation
6474-FVJLC,train
4524-QCSSM,test
5832-EXGTT,train
8840-DQLGN,test
2039-JONDJ,train
7217-JYHOQ,train
6695-FRVEC,validation
4547-LYTDD,test
9894-QMIMJ,train
8069-YQQAJ,train
6770-XUAGN,test
4193-ORFCL,train
1636-NTNCO,train
3466-WAESX,test
9281-PKKZE,train
3638-VBZTA,train
7459-IMVYU,train
7776-QWNFX,train
6689-TCZHQ,train
8563-OYMQY,train
0754-EEBDC,train
5777-ZPQNC,train
1951-IEYXM,train
3318-NMQXL,train
3143-ILDAL,train
1022-RKXDR,train
2361-FJWNO,train
2272-UOINI,train
8232-UTFOZ,validation
3750-YHRYO,test
6637-KYRCV,validation
5668-MEISB,train
0129-QMPDR,train
7188-CBBBA,train
5356-CSVSQ,train
3221-CJMSG,validation
4720-VSTSI,train
3219-JQRSL,train
2801-NISEI,train
3946-MHCZW,train
4623-ZKHLY,train
6732-VAILE,train
8201-AAXCB,train
7696-CFTAT,train
1845-CSBRZ,train
2123-VSCOT,train
6651-AZVTJ,test
4566-GOLUK,train
2484-DGXPZ,train
2018-QKYGT,validation
2792-VPPET,validation
7409-JURKQ,train
3247-MHJKM,train
1964-SVLEA,train
4587-NUKOX,train
7297-DVYGA,train
2239-CGBUZ,train
0854-UYHZD,train
7243-LCGGZ,train
8267-KFGYD,train
4890-VMUAV,train
9261-WDCAF,validation
3764-MNMOI,validation
7442-YGZFK,train
0420-BWTPW,train
8229-BUJHX,validation
7449-HVPIV,validation
5504-WSIUR,train
8183-ONMXC,train
8466-PZBLH,train
9614-RMGHA,validation
8735-IJJEG,validation
0564-MUUQK,train
5054-IEXZT,train
5834-ASPWA,train
0701-RFGFI,train
0019-EFAEP,test
5619-PTMIK,train
3737-XBQDD,train
5882-CMAZQ,train
5846-QFDFI,train
4445-KWOKW,train
3511-APPBJ,validation
7967-HYCDE,train
2430-RRYUW,validation
3948-XHGNA,train
3723-BFBGR,train
0565-IYCGT,train
5447-WZAFP,train
5110-CHOPY,train
5445-UTODQ,train
4425-OWHWB,train
7892-QVYKW,validation
9675-ICXCT,train
1024-VRZHF,validation
4703-MQYKT,test
9497-QCMMS,train
5692-ICXLW,validation
0602-DDUML,train
2208-MPXIO,train
1960-UYCNN,train
0348-SDKOL,train
3190-FZATL,train
7336-RLLRH,validation
4373-MAVJG,train
8901-HJXTF,train
7710-JSYOA,validation
5419-KLXBN,test
3424-NMNBO,train
9885-MFVSU,validation
4514-GFCFI,validation
0607-MVMGC,train
3365-SAIGS,test
9828-AOQLM,train
8022-BECSI,validation
8000-REIQB,validation
9993-LHIEB,train
0266-CLZKZ,train
7615-ESMYF,train
3858-VOBET,test
7020-OZKXZ,train
3977-QCRSL,validation
0017-DINOC,train
1447-PJGGA,train
8565-CLBZW,validation
9139-WQQDY,test
0224-HJAPT,validation
8086-OVPWV,train
9430-FRQOC,train
7639-OPLNG,train
3074-GQWYX,train
1492-QGCLU,test
6845-RGTYS,test
7328-OWMOM,train
4418-LZMSV,train
5155-AZQPB,test
8861-HGGKB,validation
1087-GRUYI,train
7065-YUNRY,train
7694-VLBWQ,train
2546-KZAAT,validation
0181-RITDD,test
5989-PGKJB,train
4795-KTRTH,validation
8272-ONJLV,train
1488-PBLJN,train
0308-GIQJT,train
3778-FOAQW,train
4452-ROHMO,train
6481-OGDOO,train
3090-LETTY,train
5349-AZPEW,validation
3753-TSEMP,train
8305-VHZBZ,train
9720-JJJOR,test
8100-HZZLJ,validation
8775-ERLNB,test
8309-IEYJD,train
9172-JITSM,validation
6298-QDFNH,validation
7398-HPYZQ,train
3546-GHEAE,validation
7361-YPXFS,train
6557-BZXLQ,test
2550-QHZGP,train
7519-JTWQH,train
2538-OIMXF,train
8543-MSDMF,train
9961-JBNMK,train
1170-SASML,train
4872-JCVCA,train
5346-BZCHP,train
2038-LLMLM,train
6173-ITPWD,train
9734-UYXQI,train
1216-BGTSP,train
4138-NAXED,train
2189-UXTKY,train
0744-BIKKF,train
7483-IQWIB,validation
5248-KWLAR,train
4958-GZWIY,validation
7996-MHXLW,train
7833-PKIHD,train
7061-OVMIM,test
5153-RTHKF,train
1852-QSWCD,train
4832-VRBMR,train
9079-LWTFD,train
6356-ELRKD,train
8624-GIOUT,train
3392-EHMNK,validation
5986-WWXDV,train
3061-BCKYI,train
6179-GJPSO,train
7901-TBKJX,train
7228-PAQPD,validation
3177-LASXD,train
7746-QYVCO,train
5804-HYIEZ,test
9919-FZDED,test
5934-TSSAU,test
3486-KHMLI,validation
4897-QSUYC,train
1084-UQCHV,train
8290-YWKHZ,validation
2955-BJZHG,test
3806-DXQOM,train
6784-XYJAE,test
3933-DQPWX,validation
6661-EIPZC,train
8957-THMOA,train
2251-PYLPB,validation
5555-RNPGT,train
1057-FOGLZ,train
9300-RENDD,train
0761-AETCS,train
8087-LGYHQ,train
4137-BTIKL,validation
2190-BCXEC,test
6227-FBDXH,validation
2153-MREFK,train
2911-WDXMV,test
7206-PQBBZ,validation
3106-ULWFW,train
0925-VYDLG,validation
4547-FZJWE,train
7422-WNBTY,train
0842-IWYCP,train
3521-HTQTV,validation
3744-ZBHON,train
3373-DIUUN,train
8383-SGHJU,train
7607-QKKTJ,train
7707-PYBBH,train
8984-HPEMB,train
4349-GFQHK,train
4139-DETXS,train
9779-DPNEJ,test
9805-FILKB,train
5793-YOLJN,validation
0673-IGUQO,train
4123-FCVCB,train
8819-IMISP,validation
7802-EFKNY,validation
8311-UEUAB,train
5858-EAFCZ,validation
8035-BUYVG,train
1163-ONYEY,train
9787-XVQIU,train
8945-MUQUF,train
5656-MJEFC,validation
6082-OQFBA,train
8051-HJRLT,train
8974-OVACP,train
4010-YLMVT,train
1379-FRVEB,test
8612-GXIDD,train
6288-CHQJB,test
8160-HOWOX,test
3023-GFLBR,train
6648-INWPS,train
4223-BKEOR,test
4079-VTGLK,test
1763-WQFUK,train
1391-UBDAR,train
8894-JVDCV,train
2023-VQFDL,train
1345-GKDZZ,train
2014-MKGMH,train
5628-FCGYG,test
2560-WBWXF,train
0248-IPDFW,train
7978-DKUQH,validation
4335-UPJSI,test
0524-IAVZO,test
2737-YNGYW,test
1784-EZDKJ,validation
9297-FVVDH,train
8007-YYPWD,validation
7101-HRBLJ,train
5159-YFPKQ,test
6635-CPNUN,validation
4021-RQSNY,validation
5453-YBTWV,train
5039-LZRQT,validation
2931-VUVJN,train
9061-TIHDA,train
8699-ASUFO,test
6418-PIQSP,train
8220-OCUFY,validation
3995-WFCSM,validation
1895-QTKDO,test
2038-OEQZH,train
1178-PZGAB,train
7927-AUXBZ,train
2626-VEEWG,validation
2878-RMWXY,train
1657-DYMBM,train
7311-MQJCH,test
7375-WMVMT,test
1136-XGEQU,test
2530-FMFXO,train
6844-DZKRF,train
4695-WJZUE,validation
7619-ODSGN,validation
5970-GHJAW,validation
8879-XUAHX,validation
3689-MOZGR,train
4195-PNGZS,train
5003-XZWWO,train
3988-RQIXO,validation
7622-FWGEW,train
6922-NCEDI,train
2514-GINMM,test
9891-NQDBD,train
6131-IUNXN,train
8548-AWOFC,train
9798-DRYDS,train
8532-UEFWH,test
6296-DDOOR,train
7951-VRDVK,validation
5931-FLJJF,train
4815-YOSUK,validation
2659-VXMWZ,test
0380-NEAVX,validation
3207-OYBWH,test
4285-GYRQC,validation
7216-EWTRS,train
4365-MSDYN,train
7036-TYDEC,test
5802-ADBRC,train
8076-FEZKJ,validation
5197-YPYBZ,train
8337-MSSXB,train
4312-GVYNH,validation
8495-LJDFO,validation
0839-JTCUD,test
5494-WOZRZ,train
1302-UHBDD,test
2234-EOFPT,train
8619-IJNDK,test
8378-LKJAF,test
8182-BJDSI,validation
2528-HFYZX,validation
1153-GNOLC,train
3298-QEICA,train
0788-DXBFY,test
3597-YASZG,train
3496-LFSZU,train
5242-UOWHD,train
2482-CZGBB,test
6479-SZPLM,train
8097-VBQTZ,train
4500-HKANN,test
9917-KWRBE,test
3420-ZDBMA,train
2212-LYASK,test
1393-IMKZG,train
8069-RHUXK,train
3398-GCPMU,train
2908-WGAXL,train
3378-AJRAO,train
1013-QCWAM,train
0866-QLSIR,test
6050-FFXES,train
7181-BQYBV,test
0362-RAOQO,train
9554-DFKIC,train
5527-ACHSO,validation
0829-DDVLK,train
1399-UBQIU,train
1813-JLKWR,train
0336-PIKEI,train
7322-OCWHC,test
9537-VHDTA,test
4957-TIALW,train
2054-PJOCK,validation
9150-HEPMB,train
9030-QGZNL,test
6204-IEUXJ,train
3126-WQMGH,train
4529-CKBCL,train
2506-CLAKW,train
7176-WRTNX,train
1583-IHQZE,train
5732-IKGQH,train
9239-GZHZE,train
7205-BAIAD,test
0151-ONTOV,train
4140-MUHUG,train
0093-EXYQL,train
8064-RAVOH,train
0219-QAERP,train
0320-JDNQG,train
7180-PISOG,test
9168-INPSZ,train
3571-RFHAR,train
0015-UOCOJ,test
5334-AFQJB,test
2754-SDJRD,test
9578-VRMNM,train
1587-FKLZB,test
6140-QNRQQ,train
8963-JLGJT,train
4307-KTUMW,train
1465-LNTLJ,test
5440-FLBQG,validation
2135-DQWAQ,validation
4056-QHXHZ,validation
7470-MCQTK,test
7488-MXJIV,train
7401-JIXNM,test
9339-FIIJL,test
2027-FECZV,test
2672-DZUOY,train
4706-DGAHW,test
3870-MQAMG,train
6670-MFRPK,train
6177-PEVRA,train
4800-CZMPC,train
4813-HQMGZ,train
7579-KKLOE,train
7377-DMMRI,train
8402-EIVQS,train
4947-DSMXK,test
7245-NIIWQ,train
0002-ORFBO,train
3324-OIRTO,test
5414-OFQCB,train
4967-WPNCF,train
8552-OBVRU,train
8499-BRXTD,train
9154-QDGTH,validation
8197-BFWVU,train
2577-GVSIL,train
9367-OIUXP,validation
6770-UAYGJ,train
6463-HHXJR,train
7928-VJYAB,test
1187-WILMM,train
9776-OJUZI,train
1306-RPWXZ,train
8949-JTMAY,train
2774-LVQUS,train
3097-PYWXL,train
2266-SJNAT,train
0869-PAPRP,train
4238-JSSWH,validation
2972-YDYUW,test
1104-FEJAM,validation
2809-ILCYT,train
5499-ECUTN,validation
4981-FLTMF,test
9121-PHQSR,train
3113-IWHLC,validation
3211-ILJTT,train
4612-THJBS,train
4277-BWBML,test
4094-NSEDU,train
0234-TEVTT,train
4304-TSPVK,test
1552-AAGRX,train
2637-FKFSY,train
9796-MVYXX,train
7874-ECPQJ,train
0020-INWCK,validation
7089-RKVSZ,validation
2683-JXWQQ,validation
9548-ZMVTX,validation
8739-XNIKG,test
9755-JHNMN,test
3981-QSVQI,validation
2789-HQBOU,train
9424-CMPOG,train
5067-WJEUN,train
3450-WXOAT,validation
9251-WNSOD,validation
6974-DAFLI,train
2616-UUTFK,train
7064-JHXCE,validation
5103-MHMHY,test
7989-AWGEH,train
4373-VVHQL,train
4559-UWIHT,validation
7268-IGMFD,validation
1846-XWOQN,train
0235-KGSLC,test
6650-BWFRT,train
9570-KYEUA,train
6993-YGFJV,validation
2712-SYWAY,train
0730-BGQGF,train
5498-IBWPI,test
9101-NTIXF,train
0013-SMEOE,train
9314-QDMDW,train
9308-ANMVE,test
2884-GBPFB,validation
3757-NJYBX,train
3413-DHLPB,train
7649-PHJVR,test
6114-TCFID,train
3787-TRIAL,test
2573-GYRUU,train
5156-UMKOW,train
1247-QBVSH,validation
6734-GMPVK,train
9822-OAOVB,train
6161-ERDGD,validation
1226-JZNKR,train
7318-EIVKO,validation
3771-PZOBW,train
5136-KCKGI,train
8231-BSWXX,train
6486-LHTMA,validation
4083-BFNYK,validation
3722-WPXTK,test
7389-KBFIT,train
7176-WIONM,train
5141-ZUVBH,train
1089-HDMKP,train
7623-HKYRK,train
0310-SUCIN,train
5197-PYEPU,train
2929-ERCFZ,train
7548-SEPYI,validation
8835-VSDSE,train
6619-RPLQZ,train
3275-RHRNE,train
3503-TYDAY,train
6901-GOGZG,train
1623-NLDOT,train
7021-XSNYE,train
9621-OUPYD,train
9898-KZQDZ,train
8982-NHAVY,train
4307-KWMXE,validation
0141-YEAYS,validation
2450-ZKEED,train
3694-DELSO,validation
3893-JRNFS,test
9603-OAIHC,train
1133-KXCGE,test
5236-PERKL,test
0142-GVYSN,validation
1049-FYSYG,train
7854-FOKSF,train
2519-FAKOD,train
8406-LNMHF,train
1821-BUCWY,train
8263-JQAIK,train
0023-UYUPN,train
8314-DPQHL,train
1465-WCZVT,train
9481-SFCQY,test
6360-SVNWV,validation
0567-GGCAC,train
7089-IVVAZ,validation
8884-MRNSU,train
2171-UDMFD,test
9050-IKDZA,train
2205-YMZZJ,train
9802-CAQUT,train
1254-IZEYF,validation
0187-WZNAB,train
9492-TOKRI,train
1475-VWVDO,test
9221-OTIVJ,test
1357-MVDOZ,train
7602-MVRMB,train
3325-FUYCG,test
5908-QMGOE,train
1197-BVMVG,train
5406-KGRMX,train
8481-YYXWG,train
5968-HYJRZ,validation
5198-EFNBM,test
7516-GMHUV,validation
7140-ADSMJ,train
2230-XTUWL,test
7706-YLMQA,validation
2585-KTFRE,train
7994-UYIVZ,train
2609-IAICY,test
1740-CSDJP,train
7717-BICXI,test
6559-RAKOZ,test
2636-OHFMN,train
4716-MRVEN,validation
2143-LJULT,validation
1323-OOEPC,train
3200-MNQTF,test
6164-HXUGH,test
5630-IXDXV,train
0320-DWVTU,validation
9135-MGVPY,train
1212-GLHMD,train
7878-JGDKK,train
1088-AUUZZ,test
0397-GZBBC,train
6614-YWYSC,train
9588-OZDMQ,train
7641-EUYET,train
6476-EPYZR,train
